"euroSciVocCode";"euroSciVocPath";"euroSciVocTitle";"euroSciVocDescription";"projectID"
"/23/53/373";"natural sciences/chemical sciences/electrochemistry";"electrochemistry";"";"101069359"
"/25/67/425/1169/1685/85521413";"engineering and technology/environmental engineering/energy and fuels/renewable energy/solar energy/solar thermal";"solar thermal";"";"101069359"
"/23/53/363/1099";"natural sciences/chemical sciences/organic chemistry/aliphatic compounds";"aliphatic compounds";"";"101069359"
"/29/91/521/1303";"social sciences/economics and business/economics/sustainable economy";"sustainable economy";"";"101069359"
"/25/67/425/1169/1685";"engineering and technology/environmental engineering/energy and fuels/renewable energy/solar energy";"solar energy";"";"101069357"
"/23/53/363/1107";"natural sciences/chemical sciences/organic chemistry/organic acids";"organic acids";"";"101069357"
"/23/49/341/1035";"natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";"";"101069357"
"/23/53/363/1099";"natural sciences/chemical sciences/organic chemistry/aliphatic compounds";"aliphatic compounds";"";"101069357"
"/29/101/559";"social sciences/sociology/governance";"governance";"";"101069586"
"/29/101/1367/1771";"social sciences/sociology/social issues/social inequalities";"social inequalities";"";"101069586"
"/29/101/1363/1769";"social sciences/sociology/gender studies/gender equality";"gender equality";"";"101069586"
"/29/91/521/1303";"social sciences/economics and business/economics/sustainable economy";"sustainable economy";"";"101069586"
"/29/91/521/1303";"social sciences/economics and business/economics/sustainable economy";"sustainable economy";"";"101069529"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069508"
"/25/75/461/1235";"engineering and technology/mechanical engineering/vehicle engineering/automotive engineering";"automotive engineering";"";"101069508"
"/25/75/461/1239/1741";"engineering and technology/mechanical engineering/vehicle engineering/aerospace engineering/aeronautical engineering";"aeronautical engineering";"";"101069508"
"/25/67/429/97581411/1181";"engineering and technology/environmental engineering/waste management/waste treatment processes/recycling";"recycling";"";"101069644"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069644"
"/23/53/365/78089026";"natural sciences/chemical sciences/inorganic chemistry/alkali metals";"alkali metals";"";"101069644"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069612"
"/29/99/547/1343";"social sciences/social geography/transport/electric vehicles";"electric vehicles";"";"101069612"
"/23/53/363/1093";"natural sciences/chemical sciences/organic chemistry/volatile organic compounds";"volatile organic compounds";"";"101069612"
"/25/63/391";"engineering and technology/materials engineering/coating and films";"coating and films";"";"101069612"
"/25/67/429/97581411/1181";"engineering and technology/environmental engineering/waste management/waste treatment processes/recycling";"recycling";"";"101069685"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069685"
"/25/67/425/1169";"engineering and technology/environmental engineering/energy and fuels/renewable energy";"renewable energy";"";"101069702"
"/25/73/451/1209/1705";"engineering and technology/electrical engineering, electronic engineering, information engineering/electrical engineering/power engineering/electric power transmission";"electric power transmission";"";"101069702"
"/23/53/69669548";"natural sciences/chemical sciences/catalysis";"catalysis";"";"101069690"
"/23/43/269/811/1549/33860407";"natural sciences/physical sciences/classical mechanics/fluid mechanics/fluid dynamics/computational fluid dynamics";"computational fluid dynamics";"";"101069690"
"/25/69/435";"engineering and technology/nanotechnology/nano-materials";"nano-materials";"";"101069690"
"/25/75/469/1247";"engineering and technology/mechanical engineering/manufacturing engineering/additive manufacturing";"additive manufacturing";"";"101069690"
"/23/47/297/933";"natural sciences/computer and information sciences/artificial intelligence/machine learning";"machine learning";"";"101069690"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069686"
"/29/99/547/1343";"social sciences/social geography/transport/electric vehicles";"electric vehicles";"";"101069686"
"/23/43/251/745/57690345";"natural sciences/physical sciences/optics/laser physics/pulsed lasers";"pulsed lasers";"";"101069686"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069712"
"/25/75/461/1235";"engineering and technology/mechanical engineering/vehicle engineering/automotive engineering";"automotive engineering";"";"101069712"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069707"
"/29/91/521/1303";"social sciences/economics and business/economics/sustainable economy";"sustainable economy";"";"101069707"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069743"
"/25/75/461/1235";"engineering and technology/mechanical engineering/vehicle engineering/automotive engineering";"automotive engineering";"";"101069743"
"/29/97/87917856/1335";"social sciences/political sciences/political policies/civil society";"civil society";"";"101069880"
"/29/91/521/1303";"social sciences/economics and business/economics/sustainable economy";"sustainable economy";"";"101069880"
"/25/67/425/1163";"engineering and technology/environmental engineering/energy and fuels/liquid fuels";"liquid fuels";"";"101069888"
"/23/45/277";"natural sciences/earth and related environmental sciences/environmental sciences";"environmental sciences";"";"101069888"
"/25/73/451/1209";"engineering and technology/electrical engineering, electronic engineering, information engineering/electrical engineering/power engineering";"power engineering";"";"101069888"
"/29/99/547";"social sciences/social geography/transport";"transport";"";"101069888"
"/25/67/429/97581411/1181";"engineering and technology/environmental engineering/waste management/waste treatment processes/recycling";"recycling";"";"101069865"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069865"
"/29/91/521/1303";"social sciences/economics and business/economics/sustainable economy";"sustainable economy";"";"101069865"
"/25/67/429/97581411/1181";"engineering and technology/environmental engineering/waste management/waste treatment processes/recycling";"recycling";"";"101069890"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069890"
"/25/67/425/1169/1691";"engineering and technology/environmental engineering/energy and fuels/renewable energy/hydrogen energy";"hydrogen energy";"";"101069931"
"/27/81/30021/1279";"agricultural sciences/agriculture, forestry, and fisheries/agriculture/sustainable agriculture";"sustainable agriculture";"";"101069905"
"/29/91/521/1303";"social sciences/economics and business/economics/sustainable economy";"sustainable economy";"";"101069905"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069738"
"/29/91/521/1303";"social sciences/economics and business/economics/sustainable economy";"sustainable economy";"";"101069738"
"/25/67/429/97581411/1181";"engineering and technology/environmental engineering/waste management/waste treatment processes/recycling";"recycling";"";"101069789"
"/23/53/365/78089026";"natural sciences/chemical sciences/inorganic chemistry/alkali metals";"alkali metals";"";"101069789"
"/29/91/523/1307";"social sciences/economics and business/business and management/business models";"business models";"";"101069789"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069765"
"/29/91/521/1303";"social sciences/economics and business/economics/sustainable economy";"sustainable economy";"";"101069765"
"/25/63/19232965/84184824";"engineering and technology/materials engineering/amorphous solids/amorphous semiconductors";"amorphous semiconductors";"";"101069770"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069756"
"/29/99/547/1343";"social sciences/social geography/transport/electric vehicles";"electric vehicles";"";"101069756"
"/23/53/369";"natural sciences/chemical sciences/polymer sciences";"polymer sciences";"";"101069756"
"/25/75/469/1247";"engineering and technology/mechanical engineering/manufacturing engineering/additive manufacturing";"additive manufacturing";"";"101069756"
"/25/67/429/97581411/1181";"engineering and technology/environmental engineering/waste management/waste treatment processes/recycling";"recycling";"";"101069726"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069726"
"/29/99/547/1343";"social sciences/social geography/transport/electric vehicles";"electric vehicles";"";"101069726"
"/23/53/365/78089026";"natural sciences/chemical sciences/inorganic chemistry/alkali metals";"alkali metals";"";"101069726"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069681"
"/29/99/547/1343";"social sciences/social geography/transport/electric vehicles";"electric vehicles";"";"101069681"
"/25/75/461/1239/1737";"engineering and technology/mechanical engineering/vehicle engineering/aerospace engineering/aircraft";"aircraft";"";"101069681"
"/25/77/94443578/1269";"engineering and technology/civil engineering/urban engineering/smart cities";"smart cities";"";"101069506"
"/29/91/521/1303";"social sciences/economics and business/economics/sustainable economy";"sustainable economy";"";"101069506"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101069705"
"/29/91/521/1303";"social sciences/economics and business/economics/sustainable economy";"sustainable economy";"";"101069705"
"/29/105/573";"social sciences/educational sciences/didactics";"didactics";"";"101039090"
"/23/47/297/933/1587";"natural sciences/computer and information sciences/artificial intelligence/machine learning/reinforcement learning";"reinforcement learning";"";"101039090"
"/23/47/307/979/50814433";"natural sciences/computer and information sciences/software/software applications/virtual reality";"virtual reality";"";"101039090"
"/23/43/269/811/34823946";"natural sciences/physical sciences/classical mechanics/fluid mechanics/microfluidics";"microfluidics";"";"101039103"
"/23/43/263/803";"natural sciences/physical sciences/condensed matter physics/soft matter physics";"soft matter physics";"";"101039103"
"/23/43/269/805";"natural sciences/physical sciences/classical mechanics/statistical mechanics";"statistical mechanics";"";"101039103"
"/25/75/469/1247";"engineering and technology/mechanical engineering/manufacturing engineering/additive manufacturing";"additive manufacturing";"";"101039103"
"/23/51/355/1061";"natural sciences/mathematics/applied mathematics/numerical analysis";"numerical analysis";"";"101039103"
"/23/49/327";"natural sciences/biological sciences/neurobiology";"neurobiology";"";"101039145"
"/23/47/301";"natural sciences/computer and information sciences/computational science";"computational science";"";"101039145"
"/21/35/161/655";"medical and health sciences/basic medicine/physiology/homeostasis";"homeostasis";"";"101039145"
"/23/49/335/1009";"natural sciences/biological sciences/ecology/ecosystems";"ecosystems";"";"101039066"
"/23/45/30018/30032/30055";"natural sciences/earth and related environmental sciences/atmospheric sciences/climatology/climatic changes";"climatic changes";"";"101039066"
"/27/81/495";"agricultural sciences/agriculture, forestry, and fisheries/forestry";"forestry";"";"101039066"
"/23/43/265";"natural sciences/physical sciences/thermodynamics";"thermodynamics";"";"101039127"
"/25/73/453/58525161";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";"";"101039127"
"/23/47/15962364/30060";"natural sciences/computer and information sciences/knowledge engineering/ontology";"ontology";"";"101039196"
"/23/47/307/30031";"natural sciences/computer and information sciences/software/software development";"software development";"";"101039196"
"/23/51/355";"natural sciences/mathematics/applied mathematics";"applied mathematics";"";"101039196"
"/23/53/365/68548065";"natural sciences/chemical sciences/inorganic chemistry/noble gases";"noble gases";"";"101039048"
"/23/43/261/791/42674489";"natural sciences/physical sciences/theoretical physics/particle physics/neutrinos";"neutrinos";"";"101039048"
"/23/47/297";"natural sciences/computer and information sciences/artificial intelligence";"artificial intelligence";"";"101039198"
"/25/63";"engineering and technology/materials engineering";"materials engineering";"";"101039198"
"/25/73/453/459";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/robotics";"robotics";"";"101039198"
"/25/75/469/1247";"engineering and technology/mechanical engineering/manufacturing engineering/additive manufacturing";"additive manufacturing";"";"101039198"
"/23/51/355/1061";"natural sciences/mathematics/applied mathematics/numerical analysis";"numerical analysis";"";"101039198"
"/23/49/327";"natural sciences/biological sciences/neurobiology";"neurobiology";"";"101039152"
"/23/47/297/937";"natural sciences/computer and information sciences/artificial intelligence/pattern recognition";"pattern recognition";"";"101039152"
"/23/51/355/357";"natural sciences/mathematics/applied mathematics/statistics and probability";"statistics and probability";"";"101039152"
"/29/93/533";"social sciences/psychology/cognitive psychology";"cognitive psychology";"";"101039152"
"/23/43/259/777";"natural sciences/physical sciences/electromagnetism and electronics/semiconductivity";"semiconductivity";"";"101039110"
"/25/73/451/87041214";"engineering and technology/electrical engineering, electronic engineering, information engineering/electrical engineering/piezoelectrics";"piezoelectrics";"";"101039110"
"/25/67/425/1171";"engineering and technology/environmental engineering/energy and fuels/energy conversion";"energy conversion";"";"101039110"
"/25/67/425/1169/1685/98939167";"engineering and technology/environmental engineering/energy and fuels/renewable energy/solar energy/photovoltaic";"photovoltaic";"";"101039110"
"/25/75/461";"engineering and technology/mechanical engineering/vehicle engineering";"vehicle engineering";"";"101039222"
"/29/99/547/1339";"social sciences/social geography/transport/transport planning";"transport planning";"";"101039222"
"/29/99/547/1351";"social sciences/social geography/transport/navigation systems";"navigation systems";"";"101039222"
"/29/91/521/1297";"social sciences/economics and business/economics/microeconomics";"microeconomics";"";"101039252"
"/29/101/553/1357";"social sciences/sociology/demography/fertility";"fertility";"";"101039252"
"/23/49/327/1007";"natural sciences/biological sciences/neurobiology/cognitive neuroscience";"cognitive neuroscience";"";"101039226"
"/23/49/327/1005";"natural sciences/biological sciences/neurobiology/computational neuroscience";"computational neuroscience";"";"101039226"
"/21/35/153";"medical and health sciences/basic medicine/neurology";"neurology";"";"101039226"
"/29/93/533";"social sciences/psychology/cognitive psychology";"cognitive psychology";"";"101039226"
"/31/113/613/79767231";"humanities/history and archaeology/history/prehistory";"prehistory";"";"101039271"
"/31/113/613/30033";"humanities/history and archaeology/history/ancient history";"ancient history";"";"101039271"
"/31/113/611/1427";"humanities/history and archaeology/archaeology/underwater archaeology";"underwater archaeology";"";"101039271"
"/31/113/611/1425";"humanities/history and archaeology/archaeology/bioarchaeology";"bioarchaeology";"";"101039271"
"/23/49/337/1015";"natural sciences/biological sciences/genetics/DNA";"DNA";"";"101039208"
"/23/47";"natural sciences/computer and information sciences";"computer and information sciences";"";"101039208"
"/23/49/337/1025";"natural sciences/biological sciences/genetics/genomes";"genomes";"";"101039208"
"/31/113/611/1429";"humanities/history and archaeology/archaeology/ethnoarchaeology";"ethnoarchaeology";"";"101039272"
"/23/49/323";"natural sciences/biological sciences/biodiversity conservation";"biodiversity conservation";"";"101039272"
"/23/49/335/21057214";"natural sciences/biological sciences/ecology/evolutionary ecology";"evolutionary ecology";"";"101039272"
"/23/47/299/941";"natural sciences/computer and information sciences/data science/data processing";"data processing";"";"101039272"
"/21/39/225";"medical and health sciences/clinical medicine/oncology";"oncology";"";"101039265"
"/23/49/337/1025";"natural sciences/biological sciences/genetics/genomes";"genomes";"";"101039265"
"/23/43/269/811/1549";"natural sciences/physical sciences/classical mechanics/fluid mechanics/fluid dynamics";"fluid dynamics";"";"101039294"
"/25/73/453/58525161";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";"";"101039294"
"/25/65/411";"engineering and technology/chemical engineering/chemical process engineering";"chemical process engineering";"";"101039294"
"/25/57/375/1139";"engineering and technology/medical engineering/medical laboratory technology/diagnostic technologies";"diagnostic technologies";"";"101039294"
"/23/49/327/1007";"natural sciences/biological sciences/neurobiology/cognitive neuroscience";"cognitive neuroscience";"";"101039206"
"/21/39/177/679";"medical and health sciences/clinical medicine/gastroenterology/inflammatory bowel disease";"inflammatory bowel disease";"";"101039320"
"/23/49/315/997/1615";"natural sciences/biological sciences/biochemistry/biomolecules/lipids";"lipids";"";"101039320"
"/21/33/117";"medical and health sciences/health sciences/nutrition";"nutrition";"";"101039320"
"/23/49/315/997/1613/1617";"natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";"";"101039320"
"/23/43/251/48354418";"natural sciences/physical sciences/optics/microscopy";"microscopy";"";"101039339"
"/23/43/251/1077";"natural sciences/physical sciences/optics/spectroscopy";"spectroscopy";"";"101039339"
"/21/35/159/79909316";"medical and health sciences/basic medicine/pharmacology and pharmacy/drug discovery";"drug discovery";"";"101039354"
"/23/49/315/997/1613/1815";"natural sciences/biological sciences/biochemistry/biomolecules/proteins/proteomics";"proteomics";"";"101039354"
"/23/49/337/1015";"natural sciences/biological sciences/genetics/DNA";"DNA";"";"101039354"
"/23/49/337/1025";"natural sciences/biological sciences/genetics/genomes";"genomes";"";"101039354"
"/23/43/261/791/1533";"natural sciences/physical sciences/theoretical physics/particle physics/fermions";"fermions";"";"101039361"
"/25/69/435/1191";"engineering and technology/nanotechnology/nano-materials/two-dimensional nanostructures";"two-dimensional nanostructures";"";"101039361"
"/23/43/267";"natural sciences/physical sciences/atomic physics";"atomic physics";"";"101039361"
"/23/47/299/939";"natural sciences/computer and information sciences/data science/natural language processing";"natural language processing";"";"101039303"
"/23/47/297/933/1589";"natural sciences/computer and information sciences/artificial intelligence/machine learning/deep learning";"deep learning";"";"101039303"
"/23/47/297/931";"natural sciences/computer and information sciences/artificial intelligence/computational intelligence";"computational intelligence";"";"101039303"
"/23/45/277/48154859";"natural sciences/earth and related environmental sciences/environmental sciences/sustainability sciences";"sustainability sciences";"";"101039376"
"/29/93/531";"social sciences/psychology/social psychology";"social psychology";"";"101039296"
"/29/101/561/1377";"social sciences/sociology/anthropology/social anthropology";"social anthropology";"";"101039296"
"/29/101/551";"social sciences/sociology/ideologies";"ideologies";"";"101039296"
"/23/51/355/1059";"natural sciences/mathematics/applied mathematics/mathematical model";"mathematical model";"";"101039296"
"/21/39/221/711";"medical and health sciences/clinical medicine/cardiology/paediatric cardiology";"paediatric cardiology";"";"101039349"
"/21/37/167";"medical and health sciences/medical biotechnology/tissue engineering";"tissue engineering";"";"101039349"
"/21/39/237";"medical and health sciences/clinical medicine/transplantation";"transplantation";"";"101039349"
"/23/45/291/905";"natural sciences/earth and related environmental sciences/geology/sedimentology";"sedimentology";"";"101039348"
"/23/45/275/823";"natural sciences/earth and related environmental sciences/palaeontology/paleoclimatology";"paleoclimatology";"";"101039348"
"/23/45/287";"natural sciences/earth and related environmental sciences/hydrology";"hydrology";"";"101039348"
"/23/45/289/887";"natural sciences/earth and related environmental sciences/oceanography/physical oceanography";"physical oceanography";"";"101039348"
"/23/45/30018/30032/30055";"natural sciences/earth and related environmental sciences/atmospheric sciences/climatology/climatic changes";"climatic changes";"";"101039348"
"/23/47/299";"natural sciences/computer and information sciences/data science";"data science";"";"101039378"
"/31/107/587/1397";"humanities/languages and literature/linguistics/sign language";"sign language";"";"101039378"
"/23/47/297/935";"natural sciences/computer and information sciences/artificial intelligence/computer vision";"computer vision";"";"101039378"
"/29/101/559";"social sciences/sociology/governance";"governance";"";"101039429"
"/31/113/613/30034";"humanities/history and archaeology/history/medieval history";"medieval history";"";"101039416"
"/23";"natural sciences";"natural sciences";"";"101039416"
"/25/63/399";"engineering and technology/materials engineering/textiles";"textiles";"";"101039416"
"/31/113/611";"humanities/history and archaeology/archaeology";"archaeology";"";"101039416"
"/21/35/161/655";"medical and health sciences/basic medicine/physiology/homeostasis";"homeostasis";"";"101039438"
"/23/45/293/911/1585";"natural sciences/earth and related environmental sciences/physical geography/cartography/geographic information systems";"geographic information systems";"";"101039447"
"/29/101/561/1379";"social sciences/sociology/anthropology/ethnology";"ethnology";"";"101039447"
"/29/101/1367/1771";"social sciences/sociology/social issues/social inequalities";"social inequalities";"";"101039447"
"/29/93/531";"social sciences/psychology/social psychology";"social psychology";"";"101039447"
"/29/95/92131787/17995755/19831740";"social sciences/other social sciences/development studies/development theories/post-colonial theories";"post-colonial theories";"";"101039447"
"/31/111/609";"humanities/philosophy, ethics and religion/philosophy";"philosophy";"";"101039433"
"/23/53/365/72505310";"natural sciences/chemical sciences/inorganic chemistry/transition metals";"transition metals";"";"101039421"
"/23/53/373/1129";"natural sciences/chemical sciences/electrochemistry/electric batteries";"electric batteries";"";"101039399"
"/23/53/365/1111";"natural sciences/chemical sciences/inorganic chemistry/inorganic compounds";"inorganic compounds";"";"101039399"
"/23/45/287";"natural sciences/earth and related environmental sciences/hydrology";"hydrology";"";"101039426"
"/23/47/297/933/1589";"natural sciences/computer and information sciences/artificial intelligence/machine learning/deep learning";"deep learning";"";"101039436"
"/23/47/299/951";"natural sciences/computer and information sciences/data science/big data";"big data";"";"101039541"
"/23/49/343";"natural sciences/biological sciences/evolutionary biology";"evolutionary biology";"";"101039541"
"/23/49/341/1031";"natural sciences/biological sciences/microbiology/mycology";"mycology";"";"101039541"
"/23/49/337/1025";"natural sciences/biological sciences/genetics/genomes";"genomes";"";"101039541"
"/27/81/489";"agricultural sciences/agriculture, forestry, and fisheries/fisheries";"fisheries";"";"101039532"
"/25/75/461/1239/1739";"engineering and technology/mechanical engineering/vehicle engineering/aerospace engineering/satellite technology";"satellite technology";"";"101039532"
"/21/33/117";"medical and health sciences/health sciences/nutrition";"nutrition";"";"101039532"
"/29/101/559/1373";"social sciences/sociology/governance/taxation";"taxation";"";"101039455"
"/23/47/307/979/50814433";"natural sciences/computer and information sciences/software/software applications/virtual reality";"virtual reality";"";"101039455"
"/23/43/251/48354418";"natural sciences/physical sciences/optics/microscopy";"microscopy";"";"101039500"
"/23/43/259/1525";"natural sciences/physical sciences/electromagnetism and electronics/superconductivity";"superconductivity";"";"101039500"
"/23/43/251/1077";"natural sciences/physical sciences/optics/spectroscopy";"spectroscopy";"";"101039500"
"/25/63";"engineering and technology/materials engineering";"materials engineering";"";"101039467"
"/21/39/225/719";"medical and health sciences/clinical medicine/oncology/leukemia";"leukemia";"";"101039467"
"/23/43/269/30029";"natural sciences/physical sciences/classical mechanics/solid mechanics";"solid mechanics";"";"101039467"
"/21/35/155/22184243";"medical and health sciences/basic medicine/immunology/autoimmune diseases";"autoimmune diseases";"";"101039493"
"/21/35/145";"medical and health sciences/basic medicine/pathology";"pathology";"";"101039493"
"/21/33/5029300";"medical and health sciences/health sciences/personalized medicine";"personalized medicine";"";"101039493"
"/21/35/161";"medical and health sciences/basic medicine/physiology";"physiology";"";"101039493"
"/23/47/307";"natural sciences/computer and information sciences/software";"software";"";"101039481"
"/25/65/81684188/9727961";"engineering and technology/chemical engineering/separation technologies/distillation";"distillation";"";"101039481"
"/25/73/453/459";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/robotics";"robotics";"";"101039481"
"/23/49/341/325";"natural sciences/biological sciences/microbiology/virology";"virology";"";"101039538"
"/21/33/121";"medical and health sciences/health sciences/infectious diseases";"infectious diseases";"";"101039538"
"/21/35/159/653/70038406";"medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs/antivirals";"antivirals";"";"101039538"
"/23/43/257/771/1511/1807";"natural sciences/physical sciences/astronomy/planetary sciences/planets/exoplanetology";"exoplanetology";"";"101039452"
"/23/43/251/1077";"natural sciences/physical sciences/optics/spectroscopy";"spectroscopy";"";"101039452"
"/29/91/521/1299/1757";"social sciences/economics and business/economics/production economics/productivity";"productivity";"";"101039588"
"/23/49/335/1009";"natural sciences/biological sciences/ecology/ecosystems";"ecosystems";"";"101039588"
"/23/49/335";"natural sciences/biological sciences/ecology";"ecology";"";"101039545"
"/23/53/69669548/1665";"natural sciences/chemical sciences/catalysis/photocatalysis";"photocatalysis";"";"101039592"
"/23/53/69669548/1149";"natural sciences/chemical sciences/catalysis/biocatalysis";"biocatalysis";"";"101039592"
"/23/49/315/997/1613/1617";"natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";"";"101039592"
"/23/53/365/72505310";"natural sciences/chemical sciences/inorganic chemistry/transition metals";"transition metals";"";"101039636"
"/23/49/315/997";"natural sciences/biological sciences/biochemistry/biomolecules";"biomolecules";"";"101039636"
"/25/73/453/58525161";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";"";"101039636"
"/25/73/451/87041214";"engineering and technology/electrical engineering, electronic engineering, information engineering/electrical engineering/piezoelectrics";"piezoelectrics";"";"101039636"
"/23/43/273";"natural sciences/physical sciences/acoustics";"acoustics";"";"101039576"
"/23/49/341/1035";"natural sciences/biological sciences/microbiology/bacteriology";"bacteriology";"";"101039556"
"/23/43/257/771/1511";"natural sciences/physical sciences/astronomy/planetary sciences/planets";"planets";"";"101039556"
"/21/35/159/653/8052398";"medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs/antibiotics";"antibiotics";"";"101039556"
"/23/49/337/1019";"natural sciences/biological sciences/genetics/nucleotides";"nucleotides";"";"101039556"
"/23/49/315/997/1613/1617";"natural sciences/biological sciences/biochemistry/biomolecules/proteins/enzymes";"enzymes";"";"101039556"
"/31/113/613";"humanities/history and archaeology/history";"history";"";"101039572"
"/29/97/67681549/64785222";"social sciences/political sciences/political transitions/revolutions";"revolutions";"";"101039572"
"/23/51/359/1069";"natural sciences/mathematics/pure mathematics/arithmetics";"arithmetics";"";"101039572"
"/31/107/577/30042";"humanities/languages and literature/literature studies/history of literature";"history of literature";"";"101039572"
"/29/91/523/1311";"social sciences/economics and business/business and management/commerce";"commerce";"";"101039572"
"/29/101/553/1353";"social sciences/sociology/demography/mortality";"mortality";"";"101039567"
"/31/113/613";"humanities/history and archaeology/history";"history";"";"101039567"
"/23/49/345/1039";"natural sciences/biological sciences/zoology/entomology";"entomology";"";"101039567"
"/23/45/285/869";"natural sciences/earth and related environmental sciences/geochemistry/biogeochemistry";"biogeochemistry";"";"101039567"
"/29/101";"social sciences/sociology";"sociology";"";"101039648"
"/29/91/523/1313";"social sciences/economics and business/business and management/employment";"employment";"";"101039641"
"/25/75/461/1237";"engineering and technology/mechanical engineering/vehicle engineering/naval engineering";"naval engineering";"";"101039641"
"/23/49/337/1017/2080895";"natural sciences/biological sciences/genetics/mutation/virus mutation";"virus mutation";"";"101046041"
"/21/35/155";"medical and health sciences/basic medicine/immunology";"immunology";"";"101046041"
"/21/33/121/44109686/8132740";"medical and health sciences/health sciences/infectious diseases/RNA viruses/coronaviruses";"coronaviruses";"";"101046041"
"/21/35/159/653/1439";"medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs/vaccines";"vaccines";"";"101046041"
"/21/33/137/133";"medical and health sciences/health sciences/public health/epidemiology";"epidemiology";"";"101045989"
"/21/33/121/44109686/8132740";"medical and health sciences/health sciences/infectious diseases/RNA viruses/coronaviruses";"coronaviruses";"";"101045989"
"/21/35/159/653/1439";"medical and health sciences/basic medicine/pharmacology and pharmacy/pharmaceutical drugs/vaccines";"vaccines";"";"101045989"
"/21/39/697";"medical and health sciences/clinical medicine/obstetrics";"obstetrics";"";"101045989"
"/21/39/195";"medical and health sciences/clinical medicine/paediatrics";"paediatrics";"";"101045989"
"/23/47/297";"natural sciences/computer and information sciences/artificial intelligence";"artificial intelligence";"";"101046016"
"/21/33/137";"medical and health sciences/health sciences/public health";"public health";"";"101046016"
"/21/33/121/44109686/8132740";"medical and health sciences/health sciences/infectious diseases/RNA viruses/coronaviruses";"coronaviruses";"";"101046016"
"/25/73/453/58525161";"engineering and technology/electrical engineering, electronic engineering, information engineering/electronic engineering/sensors";"sensors";"";"101039375"
"/23/43/251/745";"natural sciences/physical sciences/optics/laser physics";"laser physics";"";"101039375"
"/23/47/301/953";"natural sciences/computer and information sciences/computational science/multiphysics";"multiphysics";"";"101039657"
"/31/113/613/79767231";"humanities/history and archaeology/history/prehistory";"prehistory";"";"101039711"
"/23/45/275/815";"natural sciences/earth and related environmental sciences/palaeontology/paleoecology";"paleoecology";"";"101039711"
"/23/49/335/1009";"natural sciences/biological sciences/ecology/ecosystems";"ecosystems";"";"101039711"
"/23/45/30018/30032/30055";"natural sciences/earth and related environmental sciences/atmospheric sciences/climatology/climatic changes";"climatic changes";"";"101039711"
"/25/69/435/1189";"engineering and technology/nanotechnology/nano-materials/nanocrystals";"nanocrystals";"";"101039683"
"/23/43/793/1545";"natural sciences/physical sciences/quantum physics/quantum optics";"quantum optics";"";"101039683"
"/23/43/261/791/1541";"natural sciences/physical sciences/theoretical physics/particle physics/photons";"photons";"";"101039683"
"/23/43/251/1077";"natural sciences/physical sciences/optics/spectroscopy";"spectroscopy";"";"101039683"
"/23/49/327/1007";"natural sciences/biological sciences/neurobiology/cognitive neuroscience";"cognitive neuroscience";"";"101039712"
"/23/47/297/931";"natural sciences/computer and information sciences/artificial intelligence/computational intelligence";"computational intelligence";"";"101039712"
"/29/97/67681549/64785222";"social sciences/political sciences/political transitions/revolutions";"revolutions";"";"101039805"
