"topic";"title";"projectID"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106002"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106005"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106017"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106022"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106034"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106038"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106048"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106032"
"HORIZON-CL5-2022-D6-02-06";"Smart and efficient ways to construct, maintain and decommission with zero emissions from transport infrastructure";"101104283"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104286"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104357"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104439"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104484"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104493"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104502"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104491"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104522"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104537"
"HORIZON-MISS-2022-CANCER-01-03";"Pragmatic clinical trials to optimise treatments for patients with refractory cancers";"101104574"
"HORIZON-MISS-2022-CANCER-01-03";"Pragmatic clinical trials to optimise treatments for patients with refractory cancers";"101104589"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104590"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104639"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104602"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104619"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104910"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104928"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104945"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104953"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105000"
"HORIZON-EIC-2022-COMMUNITIES-01-01";"Creating communities, stakeholder engagement and impact from EIC portfolios";"101105050"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105047"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105041"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105057"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105092"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105123"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105126"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105210"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105219"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105235"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105252"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105224"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105267"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105291"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105293"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105296"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105300"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105364"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105368"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105373"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105402"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105418"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105444"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105451"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106156"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106155"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105465"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106194"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105511"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105479"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105506"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106181"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106196"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106199"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106204"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106224"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106220"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106209"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106245"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106258"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106272"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106295"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106296"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106301"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106463"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106468"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106487"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106500"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106513"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106514"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106576"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106565"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106614"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106937"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106945"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106955"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107032"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107007"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107026"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107036"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107037"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107050"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107047"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106626"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106627"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106686"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106622"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106654"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106704"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106772"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106809"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106805"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106819"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106720"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106862"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106874"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106872"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106882"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106913"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106885"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106919"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106921"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106923"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106307"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106349"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107573"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107689"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101110350"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101110312"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101110202"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101110457"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101110609"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101110729"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101110755"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101110750"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101110752"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101110756"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101111092"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101111404"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107909"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107921"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107964"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107943"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108071"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108076"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108121"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108198"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108327"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108336"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108426"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108455"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108515"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108520"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108553"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108617"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108674"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108833"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108868"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107125"
"ERC-2022-STG";"ERC STARTING GRANTS";"101078497"
"HORIZON-CL5-2022-D2-01-05";"Next generation technologies for High-performance and safe-by-design battery systems for transport and mobile applications (Batteries Partnership)";"101102278"
"HORIZON-HLTH-2022-DISEASE-06-03-two-stage";"Vaccines 2.0 - developing the next generation of vaccines";"101080528"
"HORIZON-HLTH-2022-DISEASE-06-03-two-stage";"Vaccines 2.0 - developing the next generation of vaccines";"101080928"
"HORIZON-EIC-2022-PATHFINDEROPEN-01-01";"EIC Pathfinder Open 2022";"101099934"
"ERC-2022-COG";"ERC CONSOLIDATOR GRANTS";"101088661"
"ERC-2022-COG";"ERC CONSOLIDATOR GRANTS";"101087685"
"ERC-2022-STG";"ERC STARTING GRANTS";"101076814"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101103544"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101103309"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101103593"
"HORIZON-MISS-2022-CIT-01-01";"Designing inclusive, safe, affordable and sustainable urban mobility";"101103924"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104193"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105558"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105598"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106046"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104426"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105400"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106168"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106187"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106868"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101106879"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107675"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101110288"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108385"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108404"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108436"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101109184"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101109777"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101109871"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107162"
"ERC-2022-COG";"ERC CONSOLIDATOR GRANTS";"101088901"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101104264"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101105068"
"HORIZON-MISS-2022-CANCER-01-03";"Pragmatic clinical trials to optimise treatments for patients with refractory cancers";"101104469"
"HORIZON-CL4-2022-QUANTUM-01-SGA";"HORIZON-CL4-QUANTUM-01-SGA - Developing the first large-scale quantum computers (SGA)";"101113946"
"HORIZON-CL4-2022-QUANTUM-06-SGA";"HORIZON-CL4-QUANTUM-06-SGA - Supporting experimental production capabilities for quantum technologies in Europe (SGA)";"101113983"
"HORIZON-EIC-2022-PATHFINDERCHALLENGES-01-05";"EIC Pathfinder Challenge: DNA-based digital data storage";"101115410"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190102751"
"HORIZON-EIC-2022-ACCELERATORCHALLENGES-02";"EIC Accelerator Challenge: Technologies for ‘Fit for 55’";"190109136"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190106489"
"HORIZON-EIC-2022-ACCELERATORCHALLENGES-02";"EIC Accelerator Challenge: Technologies for ‘Fit for 55’";"190116867"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190118954"
"HORIZON-EIC-2022-ACCELERATORCHALLENGES-01";"EIC Accelerator Challenge: Technologies for Open Strategic Autonomy";"190119713"
"HORIZON-EIC-2022-ACCELERATORCHALLENGES-02";"EIC Accelerator Challenge: Technologies for ‘Fit for 55’";"190124655"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190123465"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190126119"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190126352"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190125421"
"HORIZON-EIC-2022-ACCELERATORCHALLENGES-01";"EIC Accelerator Challenge: Technologies for Open Strategic Autonomy";"190129990"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190130309"
"HORIZON-EIC-2022-ACCELERATORCHALLENGES-02";"EIC Accelerator Challenge: Technologies for ‘Fit for 55’";"190132096"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190132320"
"HORIZON-EIC-2022-TRANSITIONOPEN-01";"EIC Transition Open 2022";"101113173"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107614"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190135455"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190136266"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190136578"
"HORIZON-EIC-2022-ACCELERATORCHALLENGES-02";"EIC Accelerator Challenge: Technologies for ‘Fit for 55’";"190143516"
"HORIZON-EIC-2022-ACCELERATORCHALLENGES-01";"EIC Accelerator Challenge: Technologies for Open Strategic Autonomy";"190151578"
"HORIZON-EIC-2022-ACCELERATORCHALLENGES-02";"EIC Accelerator Challenge: Technologies for ‘Fit for 55’";"190146412"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190118979"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190125207"
"HORIZON-EIC-2022-ACCELERATORCHALLENGES-02";"EIC Accelerator Challenge: Technologies for ‘Fit for 55’";"190158883"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190159682"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190159907"
"HORIZON-EIC-2022-ACCELERATORCHALLENGES-01";"EIC Accelerator Challenge: Technologies for Open Strategic Autonomy";"190171211"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190165136"
"HORIZON-EIC-2022-ACCELERATORCHALLENGES-01";"EIC Accelerator Challenge: Technologies for Open Strategic Autonomy";"190184468"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190180588"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190186984"
"HORIZON-EIC-2022-ACCELERATORCHALLENGES-01";"EIC Accelerator Challenge: Technologies for Open Strategic Autonomy";"190195672"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190198268"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190197515"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190138846"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190194105"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101097330"
"ERC-2022-COG";"ERC CONSOLIDATOR GRANTS";"101088089"
"ERC-2022-COG";"ERC CONSOLIDATOR GRANTS";"101088740"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101103710"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101103113"
"HORIZON-CL4-2022-DIGITAL-EMERGING-02-07";"Increased robotics capabilities demonstrated in key sectors (AI, Data and Robotics Partnership) (IA)";"101119744"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101097876"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101097753"
"HORIZON-CL5-2022-D3-02-07";"Renewable energy incorporation in agriculture and forestry";"101116076"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101108117"
"HORIZON-EIC-2022-PATHFINDERCHALLENGES-01-03";"EIC Pathfinder Challenge: Cardiogenomics";"101115574"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101107942"
"HORIZON-CL5-2022-D3-02-06";"Direct renewable energy integration into process energy demands of the chemical industry";"101118293"
"HORIZON-CL4-2022-DIGITAL-EMERGING-02-06";"Pushing the limit of physical intelligence and performance (RIA)";"101120408"
"HORIZON-MSCA-2022-DN-01-01";"MSCA Doctoral Networks 2022";"101120349"
"HORIZON-CL4-2022-DIGITAL-EMERGING-02-22";"Supporting the coordination of the Graphene Flagship projects (CSA)";"101119461"
"HORIZON-MSCA-2022-DN-01-01";"MSCA Doctoral Networks 2022";"101119596"
"HORIZON-CL2-2022-DEMOCRACY-02-01";"Network for innovative solutions for the future of democracy";"101112280"
"HORIZON-EIC-2022-PATHFINDERCHALLENGES-01-04";"EIC Pathfinder Challenge: Towards the Healthcare Continuum: technologies to support a radical shift from episodic to continuous healthcare";"101115442"
"HORIZON-EIC-2022-PATHFINDERCHALLENGES-01-05";"EIC Pathfinder Challenge: DNA-based digital data storage";"101115422"
"HORIZON-EIC-2022-PATHFINDERCHALLENGES-01-04";"EIC Pathfinder Challenge: Towards the Healthcare Continuum: technologies to support a radical shift from episodic to continuous healthcare";"101115504"
"HORIZON-WIDERA-2022-TALENTS-04-01";"Fostering balanced brain circulation – ERA Fellowships";"101130849"
"HORIZON-EIC-2022-ACCELERATOROPEN-01";"EIC Accelerator Open";"190168073"
"HORIZON-MSCA-2022-SE-01-01";"MSCA Staff Exchanges 2022";"101130240"
"HORIZON-CL4-2022-DIGITAL-EMERGING-02-05";"AI, Data and Robotics for Industry optimisation (including production and services) (AI, Data and Robotics Partnership) (IA)";"101119714"
"HORIZON-EIC-2022-PATHFINDERCHALLENGES-01-04";"EIC Pathfinder Challenge: Towards the Healthcare Continuum: technologies to support a radical shift from episodic to continuous healthcare";"101115233"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101097659"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101098243"
"HORIZON-EIC-2022-PATHFINDERCHALLENGES-01-01";"EIC Pathfinder Challenge: Carbon dioxide and Nitrogen management and valorisation";"101115118"
"HORIZON-EIC-2022-PATHFINDERCHALLENGES-01-03";"EIC Pathfinder Challenge: Cardiogenomics";"101115295"
"HORIZON-CL6-2022-FARM2FORK-02-05-two-stage";"Innovative food from marine and freshwater ecosystems";"101084180"
"HORIZON-CL6-2022-FARM2FORK-02-05-two-stage";"Innovative food from marine and freshwater ecosystems";"101084437"
"HORIZON-CL5-2022-D1-01-01-two-stage";"Carbon Dioxide Removal (CDR) approaches";"101080377"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101097842"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101097681"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101103477"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101097984"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101097693"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101097545"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101097511"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101102294"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101098225"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101098063"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101097763"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101096203"
"ERC-2022-ADG";"ERC ADVANCED GRANTS";"101095823"
"ERC-2022-COG";"ERC CONSOLIDATOR GRANTS";"101089312"
"ERC-2022-COG";"ERC CONSOLIDATOR GRANTS";"101088375"
"ERC-2022-COG";"ERC CONSOLIDATOR GRANTS";"101089265"
"ERC-2022-COG";"ERC CONSOLIDATOR GRANTS";"101088317"
"ERC-2022-COG";"ERC CONSOLIDATOR GRANTS";"101088146"
"ERC-2022-COG";"ERC CONSOLIDATOR GRANTS";"101087950"
"ERC-2022-COG";"ERC CONSOLIDATOR GRANTS";"101087869"
"HORIZON-MSCA-2022-PF-01-01";"MSCA Postdoctoral Fellowships 2022";"101103419"
"ERC-2022-COG";"ERC CONSOLIDATOR GRANTS";"101087696"
"HORIZON-WIDERA-2022-TALENTS-01-01";"ERA Chairs";"101087143"
"ERC-2022-COG";"ERC CONSOLIDATOR GRANTS";"101085605"
